ERROR game::components::world: [[Raw Silver, Empty, Empty, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty],
ERROR game::components::world: [[Raw Silver, Empty, Empty, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty],
 [Empty, Empty, Raw Gold, Raw Silver, Empty, Empty, Raw Gold, Raw Gold, Raw Silver, Empty, Raw Silver, Raw Gold],
 [Raw Silver, Empty, Raw Gold, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Empty, Empty, Raw Gold, Empty],
 [Raw Silver, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Raw Gold],
 [Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold, Raw Silver, Raw Silver, Raw Silver, Empty, Raw Gold],
 [Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Empty, Empty, Empty, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty],
 [Empty, Raw Silver, Empty, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Silver, Raw Silver, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Silver, Empty, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Raw Silver, Empty],
 [Raw Gold, Empty, Empty, Raw Gold, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty, Empty, Empty],
 [Empty, Raw Silver, Empty, Empty, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Raw Silver, Raw Silver, Raw Silver],
 [Empty, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Empty],
 [Empty, Raw Gold, Raw Silver, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Empty, Empty],
 [Empty, Raw Silver, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Silver, Raw Silver, Empty, Raw Silver, Empty, Empty, Raw Silver, Raw Silver, Empty],
 [Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Gold, Raw Silver],
 [Empty, Raw Gold, Empty, Empty, Empty, Raw Gold, Raw Silver, Raw Gold, Empty, Empty, Empty, Empty],
 [Raw Silver, Raw Silver, Empty, Raw Silver, Raw Silver, Empty, Empty, Raw Silver, Raw Silver, Empty, Empty, Empty],
 [Raw Gold, Raw Gold, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Raw Silver, Raw Gold, Raw Silver],
 [Raw Gold, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold, Raw Gold, Empty],
 [Raw Silver, Empty, Empty, Raw Silver, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Gold, Empty],
 [Raw Gold, Empty, Raw Silver, Empty, Raw Silver, Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold],
 [Empty, Raw Silver, Raw Silver, Empty, Empty, Empty, Empty, Raw Gold, Empty, Empty, Empty, Empty],
 [Empty, Raw Silver, Empty, Raw Gold, Empty, Empty, Raw Silver, Raw Silver, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Raw Gold, Raw Gold, Empty, Empty, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Gold, Empty, Raw Gold],
 [Empty, Raw Gold, Empty, Raw Silver, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty, Empty],
 [Raw Gold, Empty, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Empty, Raw Gold, Empty, Empty, Empty],
 [Raw Silver, Empty, Empty, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver],
 [Raw Gold, Raw Silver, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Gold, Empty, Empty, Empty, Raw Silver],
 [Empty, Raw Silver, Empty, Raw Silver, Raw Silver, Raw Silver, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Empty],
 [Empty, Empty, Empty, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Gold],
 [Raw Gold, Empty, Raw Silver, Empty, Empty, Empty, Empty, Empty, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty],
 [Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty, Empty],
 [Empty, Empty, Raw Gold, Empty, Raw Silver, Empty, Empty, Raw Gold, Raw Silver, Raw Silver, Empty, Raw Silver],
 [Empty, Raw Gold, Empty, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Raw Gold, Empty, Empty, Raw Silver, Raw Silver],
 [Empty, Empty, Raw Gold, Empty, Empty, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Silver, Empty, Empty],
 [Raw Silver, Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Raw Silver, Raw Gold, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Empty, Empty, Empty, Raw Silver, Empty, Raw Gold, Empty, Raw Silver, Raw Silver, Empty, Empty],
 [Empty, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Silver, Raw Gold, Empty, Empty, Empty]]
ERROR game::components::world: [[Raw Silver, Empty, Empty, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty],
 [Empty, Empty, Raw Gold, Raw Silver, Empty, Empty, Raw Gold, Raw Gold, Raw Silver, Empty, Raw Silver, Raw Gold],
 [Raw Silver, Empty, Raw Gold, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Empty, Empty, Raw Gold, Empty],
 [Raw Silver, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Raw Gold],
 [Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold, Raw Silver, Raw Silver, Raw Silver, Empty, Raw Gold],
 [Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Empty, Empty, Empty, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty],
 [Empty, Raw Silver, Empty, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Silver, Raw Silver, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Silver, Empty, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Raw Silver, Empty],
 [Raw Gold, Empty, Empty, Raw Gold, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty, Empty, Empty],
 [Empty, Raw Silver, Empty, Empty, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Raw Silver, Raw Silver, Raw Silver],
 [Empty, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Empty],
 [Empty, Raw Gold, Raw Silver, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Empty, Empty],
 [Empty, Raw Silver, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Empty, Raw Gold],
 [Empty, Empty, Empty, Raw Silver, Raw Silver, Empty, Raw Silver, Empty, Empty, Raw Silver, Raw Silver, Empty],
 [Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Gold, Raw Silver],
 [Empty, Raw Gold, Empty, Empty, Empty, Raw Gold, Raw Silver, Raw Gold, Empty, Empty, Empty, Empty],
 [Raw Silver, Raw Silver, Empty, Raw Silver, Raw Silver, Empty, Empty, Raw Silver, Raw Silver, Empty, Empty, Empty],
 [Raw Gold, Raw Gold, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Raw Silver, Raw Gold, Raw Silver],
 [Raw Gold, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold, Raw Gold, Empty],
 [Raw Silver, Empty, Empty, Raw Silver, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Gold, Empty],
 [Raw Gold, Empty, Raw Silver, Empty, Raw Silver, Empty, Empty, Empty, Empty, Empty, Empty, Raw Gold],
 [Empty, Raw Silver, Raw Silver, Empty, Empty, Empty, Empty, Raw Gold, Empty, Empty, Empty, Empty],
 [Empty, Raw Silver, Empty, Raw Gold, Empty, Empty, Raw Silver, Raw Silver, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Raw Gold, Raw Gold, Empty, Empty, Raw Gold, Empty, Raw Gold, Raw Silver, Raw Gold, Empty, Raw Gold],
 [Empty, Raw Gold, Empty, Raw Silver, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty, Empty],
 [Raw Gold, Empty, Raw Gold, Raw Silver, Empty, Raw Gold, Empty, Empty, Raw Gold, Empty, Empty, Empty],
 [Raw Silver, Empty, Empty, Empty, Raw Silver, Raw Silver, Raw Gold, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver],
 [Raw Gold, Raw Silver, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Silver, Raw Gold, Empty, Empty, Empty, Raw Silver],
 [Empty, Raw Silver, Empty, Raw Silver, Raw Silver, Raw Silver, Raw Silver, Raw Gold, Empty, Raw Gold, Empty, Empty],
 [Empty, Empty, Empty, Empty, Raw Gold, Empty, Raw Silver, Raw Gold, Raw Gold, Empty, Raw Silver, Raw Gold],
 [Raw Gold, Empty, Raw Silver, Empty, Empty, Empty, Empty, Empty, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty],
 [Empty, Raw Silver, Raw Gold, Empty, Raw Silver, Raw Gold, Empty, Empty, Raw Silver, Empty, Empty, Empty],
 [Empty, Empty, Raw Gold, Empty, Raw Silver, Empty, Empty, Raw Gold, Raw Silver, Raw Silver, Empty, Raw Silver],
 [Empty, Raw Gold, Empty, Raw Gold, Raw Gold, Raw Silver, Raw Gold, Raw Gold, Empty, Empty, Raw Silver, Raw Silver],
 [Empty, Empty, Raw Gold, Empty, Empty, Raw Gold, Raw Gold, Raw Gold, Raw Silver, Raw Silver, Empty, Empty],
 [Raw Silver, Raw Silver, Raw Silver, Raw Gold, Raw Silver, Empty, Raw Silver, Raw Gold, Raw Silver, Empty, Empty, Empty],
 [Raw Silver, Empty, Empty, Empty, Raw Silver, Empty, Raw Gold, Empty, Raw Silver, Raw Silver, Empty, Empty],
 [Empty, Empty, Raw Gold, Empty, Raw Gold, Empty, Empty, Raw Silver, Raw Gold, Empty, Empty, Empty]]
[38;5;8mINFO[39m [38;5;12m[1mcog_core[0m: initializing cog
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
[38;5;9mERROR[39m [38;5;12m[1mgame::components::world[0m: [40, 12]
ERROR game::components::world: [40, 12]
ERROR game::components::world: [40, 12]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
ERROR game::components::world: [49, 25]
